표준 성분명,표준 영문명
피이지/피피지-20/29다이메티콘,PEG/PPG-20/29 Dimethicone
피이지/피피지-20/6다이메티콘,PEG/PPG-20/6 Dimethicone
피이지/피피지-200/40코폴리머,PEG/PPG-200/40 Copolymer
피이지/피피지-200/70코폴리머,PEG/PPG-200/70 Copolymer
피이지/피피지-22/22부틸에터다이메티콘,PEG/PPG-22/22 Butyl Ether Dimethicone
피이지/피피지-22/23다이메티콘,PEG/PPG-22/23 Dimethicone
피이지/피피지-22/24다이메티콘,PEG/PPG-22/24 Dimethicone
피이지/피피지-22/40다이메틸에터,PEG/PPG-22/40 Dimethyl Ether
피이지/피피지-23/17코폴리머,PEG/PPG-23/17 Copolymer
피이지/피피지-23/23부틸에터다이메티콘,PEG/PPG-23/23 Butyl Ether Dimethicone
피이지/피피지-23/50코폴리머,PEG/PPG-23/50 Copolymer
피이지/피피지-23/6다이메티콘,PEG/PPG-23/6 Dimethicone
피이지/피피지-24/18부틸에터다이메티콘,PEG/PPG-24/18 Butyl Ether Dimethicone
피이지/피피지-24/24메틸에터글라이시독시다이메티콘,PEG/PPG-24/24 Methyl Ether Glycidoxy Dimethicone
피이지/피피지-240/60코폴리머,PEG/PPG-240/60 Copolymer
피이지/피피지-25/25다이메티콘,PEG/PPG-25/25 Dimethicone
피이지/피피지-25/25다이메티콘/아크릴레이트코폴리머,PEG/PPG-25/25 Dimethicone/Acrylates Copolymer
피이지/피피지-25/30코폴리머,PEG/PPG-25/30 Copolymer
피이지/피피지-26/31코폴리머,PEG/PPG-26/31 Copolymer
피이지/피피지-27/14다이메틸에터,PEG/PPG-27/14 Dimethyl Ether
피이지/피피지-27/27다이메티콘,PEG/PPG-27/27 Dimethicone
피이지/피피지-27/9부틸에터다이메티콘,PEG/PPG-27/9 Butyl Ether Dimethicone
피이지/피피지-28/21아세테이트다이메티콘,PEG/PPG-28/21 Acetate Dimethicone
피이지/피피지-3/10다이메티콘,PEG/PPG-3/10 Dimethicone
피이지/피피지-3/6다이메틸에터,PEG/PPG-3/6 Dimethyl Ether
피이지/피피지-30/10다이메티콘,PEG/PPG-30/10 Dimethicone
피이지/피피지-30/10말레이미드/스타이렌코폴리머,PEG/PPG-30/10 Maleimide/Styrene Copolymer
피이지/피피지-30/10토코페릴에터,PEG/PPG-30/10 Tocopheryl Ether
피이지/피피지-30/160코폴리머,PEG/PPG-30/160 Copolymer
피이지/피피지-30/33코폴리머,PEG/PPG-30/33 Copolymer
피이지/피피지-300/55코폴리머,PEG/PPG-300/55 Copolymer
피이지/피피지-32/3코폴리머,PEG/PPG-32/3 Copolymer
피이지/피피지-32/3다이리시놀리에이트,PEG/PPG-32/3 Diricinoleate
피이지/피피지-32/3리시놀리에이트,PEG/PPG-32/3 Ricinoleate
피이지/피피지-32테트라메틸에터펜타에리스리톨,PEG/PPG-32/8 Tetramethyl Ether Pentaerythritol
피이지/피피지-35/40다이메틸에터,PEG/PPG-35/40 Dimethyl Ether
피이지/피피지-35/9코폴리머,PEG/PPG-35/9 Copolymer
피이지/피피지-36/41다이메틸에터,PEG/PPG-36/41 Dimethyl Ether
피이지/피피지-38/8코폴리머,PEG/PPG-38/8 Copolymer
피이지/피피지-4/12다이메티콘,PEG/PPG-4/12 Dimethicone
피이지/피피지-4/2코폴리머,PEG/PPG-4/2 Copolymer
피이지/피피지-450/50트라이메틸올프로판라우릴에터,PEG/PPG-450/50 Trimethylolpropane Lauryl Ether
피이지/피피지-5/10토코페릴에터,PEG/PPG-5/10 Tocopheryl Ether
피이지/피피지-5/20토코페릴에터,PEG/PPG-5/20 Tocopheryl Ether
피이지/피피지-5/3트라이실록세인,PEG/PPG-5/3 Trisiloxane
피이지/피피지-5/30코폴리머,PEG/PPG-5/30 Copolymer
피이지/피피지-5/30토코페릴에터,PEG/PPG-5/30 Tocopheryl Ether
피이지/피피지-50/20토코페릴에터,PEG/PPG-50/20 Tocopheryl Ether
피이지/피피지-50/40다이메틸에터,PEG/PPG-50/40 Dimethyl Ether
피이지/피피지-52/32다이메틸에터,PEG/PPG-52/32 Dimethyl Ether
피이지/피피지-55/28다이메틸에터,PEG/PPG-55/28 Dimethyl Ether
피이지/피피지-6/11다이메티콘,PEG/PPG-6/11 Dimethicone
피이지/피피지-6/2코폴리머,PEG/PPG-6/2 Copolymer
피이지/피피지-6/2글리세릴코코에이트,PEG/PPG-6/2 Glyceryl Cocoate
피이지/피피지-6/2프로필헵틸에터,PEG/PPG-6/2 Propylheptyl Ether
피이지/피피지-6/4다이메티콘,PEG/PPG-6/4 Dimethicone
피이지/피피지-60/11글리세린,PEG/PPG-60/11 Glycerin
피이지/피피지-7/12다이메틸에터,PEG/PPG-7/12 Dimethyl Ether
피이지/피피지-7/50코폴리머,PEG/PPG-7/50 Copolymer
피이지/피피지-70/30토코페릴에터,PEG/PPG-70/30 Tocopheryl Ether
피이지/피피지-75/25카보닉애씨드코폴리머,PEG/PPG-75/25 Carbonic Acid Copolymer
피이지/피피지-8/14다이메티콘,PEG/PPG-8/14 Dimethicone
피이지/피피지-8/17코폴리머,PEG/PPG-8/17 Copolymer
피이지/피피지-8/2프로필헵틸에터,PEG/PPG-8/2 Propylheptyl Ether
피이지/피피지-8/26다이메티콘,PEG/PPG-8/26 Dimethicone
피이지/피피지-8/3다이아이소스테아레이트,PEG/PPG-8/3 Diisostearate
피이지/피피지-8/3라우레이트,PEG/PPG-8/3 Laurate
피이지/피피지-8/55코폴리머,PEG/PPG-8/55 Copolymer
피이지/피피지-9/2다이메틸에터,PEG/PPG-9/2 Dimethyl Ether
피이지-1라우릴글라이콜,PEG-1 Lauryl Glycol
피이지-10,PEG-10
피이지-10아크릴레이트/퍼플루오로헥실에틸아크릴레이트코 폴리머,PEG-10 Acrylate/Perfluorohexylethyl Acrylate Copolymer
피이지-10부틸렌글라이콜아이소스테아레이트,PEG-10 Butylene Glycol Isostearate
피이지-10캐스터오일,PEG-10 Castor Oil
피이지-10코카민,PEG-10 Cocamine
피이지-10코코에이트,PEG-10 Cocoate
피이지-10코코-벤조늄클로라이드,PEG-10 Coco-Benzonium Chloride
피이지-10다이메티콘,PEG-10 Dimethicone
피이지-10다이메티콘크로스폴리머,PEG-10 Dimethicone Crosspolymer
피이지-10다이메티콘/비닐다이메티콘크로스폴리머,PEG-10 Dimethicone/Vinyl Dimethicone Crosspolymer
피이지-10다이올리에이트,PEG-10 Dioleate
피이지-10글리세릴다이아이소스테아레이트,PEG-10 Glyceryl Diisostearate
피이지-10글리세릴아이소스테아레이트,PEG-10 Glyceryl Isostearate
피이지-10글리세릴올리에이트,PEG-10 Glyceryl Oleate
피이지-10글리세릴스테아레이트,PEG-10 Glyceryl Stearate
피이지-10글리세릴트라이아이소스테아레이트,PEG-10 Glyceryl Triisostearate
피이지-10글리세릴트라이올리에이트,PEG-10 Glyceryl Trioleate
피이지-10글리세릴트라이스테아레이트,PEG-10 Glyceryl Tristearate
피이지-10하이드로제네이티드캐스터오일,PEG-10 Hydrogenated Castor Oil
피이지-10하이드로제네이티드캐스터오일아이소스테아레이트,PEG-10 Hydrogenated Castor Oil Isostearate
피이지-10하이드로제네이티드캐스터오일트라이아이소스테아 레이트,PEG-10 Hydrogenated Castor Oil Triisostearate
피이지-10하이드로제네이티드라놀린,PEG-10 Hydrogenated Lanolin
피이지-10하이드로제네이티드탈로우아민,PEG-10 Hydrogenated Tallow Amine
피이지-10아이소라우릴티오에터,PEG-10 Isolauryl Thioether
피이지-10아이소스테아레이트,PEG-10 Isostearate
피이지-10라놀레이트,PEG-10 Lanolate
피이지-10라놀린,PEG-10 Lanolin
피이지-10라우레이트,PEG-10 Laurate
피이지-10메틸에터다이메티콘,PEG-10 Methyl Ether Dimethicone
피이지-10노나플루오로헥실다이메티콘코폴리머,PEG-10 Nonafluorohexyl Dimethicone Copolymer
피이지-10올레아민,PEG-10 Oleamine
피이지-10올리에이트,PEG-10 Oleate
피이지-10올리브글리세라이즈,PEG-10 Olive Glycerides
피이지-10피토스테롤,PEG-10 Phytosterol
피이지-10폴리다이메틸실록시에틸다이메티콘/비스-비닐다이 메티콘크로스폴리머,PEG-10 Polydimethylsiloxyethyl Dimethicone/Bis-Vinyl Dimethicone Crosspolymer
피이지-10폴리글리세릴-2라우레이트,PEG-10 Polyglyceryl-2 Laurate
피이지-10프로필렌글라이콜,PEG-10 Propylene Glycol
피이지-10레이프씨드스테롤,PEG-10 Rapeseed Sterol
피이지-10솔비탄라우레이트,PEG-10 Sorbitan Laurate
피이지-10소이스테롤,PEG-10 Soy Sterol
피이지-10소이아민,PEG-10 Soyamine
피이지-10스테아라마이드,PEG-10 Stearamide
피이지-10스테아라민,PEG-10 Stearamine
피이지-10스테아레이트,PEG-10 Stearate
피이지-10스테아릴벤조늄클로라이드,PEG-10 Stearyl Benzonium Chloride
피이지-10선플라워글리세라이즈,PEG-10 Sunflower Glycerides
피이지-10톨레이트,PEG-10 Tallate
피이지-10탈로우아미노프로필아민,PEG-10 Tallow Aminopropylamine
피이지-10트라이플루오로프로필다이메티콘코폴리머,PEG-10 Trifluoropropyl Dimethicone Copolymer
피이지-10츠바키에이트글리세라이즈,PEG-10 Tsubakiate Glycerides
피이지-10/라우릴다이메티콘크로스폴리머,PEG-10/Lauryl Dimethicone Crosspolymer
피이지-100,PEG-100
피이지-100캐스터오일,PEG-100 Castor Oil
피이지-100하이드로제네이티드캐스터오일,PEG-100 Hydrogenated Castor Oil
피이지-100라놀린,PEG-100 Lanolin
피이지-100스테아레이트,PEG-100 Stearate
피이지-100/아이피디아이코폴리머,PEG-100/IPDI Copolymer
피이지-105베헤닐프로필렌다이아민,PEG-105 Behenyl Propylenediamine
피이지-11아보카도글리세라이즈,PEG-11 Avocado Glycerides
피이지-11바바수글리세라이즈,PEG-11 Babassu Glycerides
피이지-11캐스터오일,PEG-11 Castor Oil
피이지-11코카마이드,PEG-11 Cocamide
피이지-11코코아버터글리세라이즈,PEG-11 Cocoa Butter Glycerides
피이지-11라우라마이드,PEG-11 Lauramide
피이지-11메틸에터다이메티콘,PEG-11 Methyl Ether Dimethicone
피이지-11올리에이트,PEG-11 Oleate
피이지-11탈로우아민,PEG-11 Tallow Amine
피이지-114폴리락틱애씨드,PEG-114 Polylactic Acid
피이지-115M,PEG-115M
피이지-1182메틸에스터세리신,PEG-1182 Methyl Ester Sericin
피이지-12,PEG-12
피이지-12알릴에터,PEG-12 Allyl Ether
피이지-12비즈왁스,PEG-12 Beeswax
피이지-12카나우바,PEG-12 Carnauba
피이지-12코카민,PEG-12 Cocamine
피이지-12다이아이소스테아레이트,PEG-12 Diisostearate
피이지-12다이라우레이트,PEG-12 Dilaurate
피이지-12다이메티콘,PEG-12 Dimethicone
피이지-12다이메티콘크로스폴리머,PEG-12 Dimethicone Crosspolymer
피이지-12다이메티콘/비스-아이소부틸피피지-20크로스폴리 머,PEG-12 Dimethicone/Bis-Isobutyl PPG-20 Crosspolymer
피이지-12다이메티콘/피피지-20크로스폴리머,PEG-12 Dimethicone/PPG-20 Crosspolymer
피이지-12다이올리에이트,PEG-12 Dioleate
피이지-12다이스테아레이트,PEG-12 Distearate
피이지-12다이톨레이트,PEG-12 Ditallate
피이지-12글리세릴다이미리스테이트,PEG-12 Glyceryl Dimyristate
피이지-12글리세릴다이올리에이트,PEG-12 Glyceryl Dioleate
피이지-12글리세릴다이스테아레이트,PEG-12 Glyceryl Distearate
피이지-12글리세릴라우레이트,PEG-12 Glyceryl Laurate
피이지-12글리세릴리놀리에이트,PEG-12 Glyceryl Linoleate
피이지-12아이소스테아레이트,PEG-12 Isostearate
피이지-12라놀레이트,PEG-12 Lanolate
피이지-12라우레이트,PEG-12 Laurate
피이지-12메틸에터라우록시피이지-5아미도프로필다이메티콘,PEG-12 Methyl Ether Lauroxy PEG-5 Amidopropyl Dimethicone
피이지-12올리에이트,PEG-12 Oleate
피이지-12팜커넬글리세라이즈,PEG-12 Palm Kernel Glycerides
피이지-12팔미타민,PEG-12 Palmitamine
피이지-12스테아레이트,PEG-12 Stearate
피이지-12톨레이트,PEG-12 Tallate
"피이지-12/폴리(1,2-부탄다이올)-12메톡시아이소프로필에터","PEG-12/Poly(1,2-Butanediol)-12 Methoxy Isopropyl Ether"
피이지-120다이스테아레이트,PEG-120 Distearate
피이지-120글리세릴스테아레이트,PEG-120 Glyceryl Stearate
피이지-120메틸글루코스디올리에이트,PEG-120 Methyl Glucose Dioleate
피이지-120메틸글루코오스트라이아이소스테아레이트,PEG-120 Methyl Glucose Triisostearate
피이지-120메틸글루코오스트라이올리에이트,PEG-120 Methyl Glucose Trioleate
피이지-120프로필렌글라이콜스테아레이트,PEG-120 Propylene Glycol Stearate
피이지-120스테아레이트,PEG-120 Stearate
피이지-13다이페닐올프로판,PEG-13 Diphenylol Propane
피이지-13에틸헥사노에이트,PEG-13 Ethylhexanoate
피이지-13하이드로제네이티드탈로우아마이드,PEG-13 Hydrogenated Tallow Amide
피이지-13밍크글리세라이즈,PEG-13 Mink Glycerides
피이지-13선플라워글리세라이즈,PEG-13 Sunflower Glycerides
피이지-130글리세릴탈로우에이트,PEG-130 Glyceryl Tallowate
피이지-135,PEG-135
피이지-136폴리비닐알코올,PEG-136 Polyvinyl Alcohol
피이지-14,PEG-14
피이지-14아보카도글리세라이즈,PEG-14 Avocado Glycerides
피이지-14다이메티콘,PEG-14 Dimethicone
피이지-14라우레이트,PEG-14 Laurate
피이지-14올리에이트,PEG-14 Oleate
피이지-14스테아레이트,PEG-14 Stearate
피이지-14톨레이트,PEG-14 Tallate
피이지-140글리세릴트라이스테아레이트,PEG-140 Glyceryl Tristearate
피이지-14M,PEG-14M
피이지-15부탄다이올,PEG-15 Butanediol
피이지-15부틸렌글라이콜다이아이소스테아레이트,PEG-15 Butylene Glycol Diisostearate
피이지-15캐스터오일,PEG-15 Castor Oil
피이지-15코카민,PEG-15 Cocamine
피이지-15코카민올리에이트/포스페이트,PEG-15 Cocamine Oleate/Phosphate
피이지-15코코에이트,PEG-15 Cocoate
피이지-15코코모늄클로라이드,PEG-15 Cocomonium Chloride
피이지-15코코모니움메토설페이트,PEG-15 Cocomonium Methosulfate
피이지-15코코폴리아민,PEG-15 Cocopolyamine
피이지-15디이디엠하이단토인,PEG-15 DEDM Hydantoin
피이지-15디이디엠하이단토인스테아레이트,PEG-15 DEDM Hydantoin Stearate
피이지-15글리세릴다이아이소스테아레이트,PEG-15 Glyceryl Diisostearate
피이지-15글리세릴아이소스테아레이트,PEG-15 Glyceryl Isostearate
피이지-15글리세릴라우레이트,PEG-15 Glyceryl Laurate
피이지-15글리세릴올리에이트,PEG-15 Glyceryl Oleate
피이지-15글리세릴리시놀리에이트,PEG-15 Glyceryl Ricinoleate
피이지-15글리세릴스테아레이트,PEG-15 Glyceryl Stearate
피이지-15글리세릴트라이아이소스테아레이트,PEG-15 Glyceryl Triisostearate
피이지-15글리세릴트라이올리에이트,PEG-15 Glyceryl Trioleate
피이지-15글리세릴트라이스테아레이트,PEG-15 Glyceryl Tristearate
피이지-15하이드로제네이티드캐스터오일아이소스테아레이트,PEG-15 Hydrogenated Castor Oil Isostearate
피이지-15하이드로제네이티드캐스터오일트라이아이소스테아 레이트,PEG-15 Hydrogenated Castor Oil Triisostearate
피이지-15하이드로제네이티드라놀린,PEG-15 Hydrogenated Lanolin
피이지-15하이드로제네이티드탈로우아민,PEG-15 Hydrogenated Tallow Amine
피이지-15하이드로제네이티드탈로우모늄클로라이드,PEG-15 Hydrogenated Tallowmonium Chloride
피이지-15하이드록시스테아레이트,PEG-15 Hydroxystearate
피이지-15호호바애씨드,PEG-15 Jojoba Acid
피이지-15호호바알코올,PEG-15 Jojoba Alcohol
피이지-15라놀레이트,PEG-15 Lanolate
피이지-15올레아민,PEG-15 Oleamine
피이지-15올레암모늄클로라이드,PEG-15 Oleammonium Chloride
피이지-15올리에이트,PEG-15 Oleate
피이지-15펜타에리스리틸테트라(라우레스-6카복실레이트),PEG-15 Pentaerythrityl Tetra(Laureth-6 Carboxylate)
피이지-15피토스테롤,PEG-15 Phytosterol
피이지-15소이아민,PEG-15 Soyamine
피이지-15스테아라마이드,PEG-15 Stearamide
피이지-15스테아라민,PEG-15 Stearamine
피이지-15스테아레이트,PEG-15 Stearate
피이지-15스테아모늄클로라이드,PEG-15 Stearmonium Chloride
피이지-15톨레이트,PEG-15 Tallate
피이지-15탈로우아민,PEG-15 Tallow Amine
피이지-15탈로우아미노프로필아민,PEG-15 Tallow Aminopropylamine
피이지-15탈로우폴리아민,PEG-15 Tallow Polyamine
피이지-15/라우릴다이메티콘크로스폴리머,PEG-15/Lauryl Dimethicone Crosspolymer
피이지-15/라우릴폴리다이메틸실록시에틸다이메티콘크로스 폴리머,PEG-15/Lauryl Polydimethylsiloxyethyl Dimethicone Crosspolymer
피이지-150,PEG-150
피이지-150다이베헤네이트,PEG-150 Dibehenate
피이지-150다이라우레이트,PEG-150 Dilaurate
피이지-150다이올리에이트,PEG-150 Dioleate
피이지-150다이스테아레이트,PEG-150 Distearate
피이지-150라놀린,PEG-150 Lanolin
피이지-150라우레이트,PEG-150 Laurate
피이지-150올리에이트,PEG-150 Oleate
피이지-150펜타에리스리틸테트라스테아레이트,PEG-150 Pentaerythrityl Tetrastearate
피이지-150폴리글리세릴-2트라이스테아레이트,PEG-150 Polyglyceryl-2 Tristearate
피이지-150스테아레이트,PEG-150 Stearate
피이지-150/데실알코올/에스엠디아이코폴리머,PEG-150/Decyl Alcohol/SMDI Copolymer
피이지-150/스테아릴알코올/에스엠디아이코폴리머,PEG-150/Stearyl Alcohol/SMDI Copolymer
피이지-16,PEG-16
피이지-16캐스터오일,PEG-16 Castor Oil
피이지-16세틸/올레일/스테아릴/라놀린알코올에터,PEG-16 Cetyl/Oleyl/Stearyl/Lanolin Alcohol Ether
피이지-16다이라우레이트,PEG-16 Dilaurate
피이지-16하이드로제네이티드캐스터오일,PEG-16 Hydrogenated Castor Oil
피이지-16마카다미아글리세라이즈,PEG-16 Macadamia Glycerides
피이지-16올리에이트,PEG-16 Oleate
피이지-16소이스테롤,PEG-16 Soy Sterol
피이지-16톨레이트,PEG-16 Tallate
피이지-160솔비탄트라이아이소스테아레이트,PEG-160 Sorbitan Triisostearate
피이지-160M,PEG-160M
피이지-17다이메티콘,PEG-17 Dimethicone
